"The Technological University of Panama has put out a tender for USD$ 59 million for the design, construction and equipment of buildings at the Campus “Dr. Victor Levi Sasso” and other regional centres of the university.","The Technological University of Panama, is a public university funded by the central government. 
The main campus ““Dr. Victor Levi Sasso” is located in Panama City, and its network extends nationwide to regional centres in different cities in the country side. This is the leading university in Panama in engineering careers. In 2015 it registered 21,443 students, 1,549 faculty members, and 1,852 administrative staff. 
The design and construction buildings should include sport facilities, road infrastructure, pedestrian access and landscaping. Also it includes the design, supply and installation of equipment and furniture.
Local regulations and standards apply to the construction of the buildings in accordance with the following authorities/entities:
the Municipality of Panama, the Ministry of Labour, the Social Security Department, the Ministry of Environment (MiAmbiente), the Ministry of Health (MOH), the Ministry of Housing and Land Management (MIVIOT), the National Secretariat for Disabilities (SENADIS), the Technical Board of Engineering and Architecture (JTIA), the Ministry of Public Works (MOP), the Land Transport Authority (ATT) and the Panamanian Commission for Industrial and Technical Standards (COPANIT). ""
The deadline to receipt the bid is August 2nd, 2016 and the reference value is USD$ 59,985,000.
For further information register below with UKTI Panama",29/07/2016
Experienced VIP level catering services providers are invited for hospitality programme of the 2018 Russia FIFA World Cup project.,"International providers of catering services with experience at the major sporting events are sought for the purposes of the 2018 FIFA World Cup Hospitality programme in Russia. Companies are required to provide capability statement and portfolio of completed projects to the local delivery authorities.
If you are interested in this opportunity, please contact UKTI Moscow.",15/07/2016
A Dominican importer/distributor is interested in frozen salmon fillets from the UK.,"A Dominican importer/distributor of frozen, fresh and dry goods to HORECA (hotels, restaurants, retailers and cafeterias) is interested in importing frozen salmon fillets.
These should have the the following characteristics:
Trim d
Size of the fillet 3-5 pounds
Colour 14+
For more information from the UKTI office in the Dominican Republic register your interest below.",30/09/2016
Large transportation department in southern United States is seeking goods and services to develop capital improvement projects,"UKTI is currently seeking innovative UK firms to present directly to a transportation department. The department oversees roads, rail, aviation and public transportation for the State of Texas. In early 2016 the department announced a $1.3 billion appropriation to address traffic congestion in various cities across Texas. 
UKTI will hold triannual, in-person meetings with the authority wherein UKTI will present UK company expertise to address the organization’s needs and upcoming project requirements.",31/08/2016
A public tender was published for the acquisition of recycling bins.,"This tender was published by a public company managing the strategic objectives of a municipality in the Azores. In line with the objectives of the Strategic Plan for Prevention and Waste Management in the Azores 2020, they are looking for recycling bins, including for used cooking oil. The total value of this tender is €348,655.
British companies interested in this opportunity will be in a better position for the tender if they submit a joint bid with a local partner.
For more information and local support from the UKTI team in Lisbon, UK companies should register their interest. UKTI Lisbon will be able to supply contact details of the relevant purchasing body.",18/07/2016
Cardiac surgery supplies are required.,"Argentine importer who has been in the market for 30 years, seeks UK suppliers of cardiac surgery supplies including disposables, catheters, stents, vascular grafts, metal and polymer hemostatic clips, polypropylene mesh, etc. 
They have an established national client portfolio both in the public and private sector. 
The recently elected President and his economic team are prioritising market reforms that are opening Argentina to increase international trade and investment. Now is a good time to identify potential distributors in the market. 
Please apply below for further information.",30/10/2016
Major reconstruction on the runaway at Vilnius airport.,"Technical specifications announced for technical supervision under FIDIC of reconstruction of runaway and upgrade the signaling lights at Vilnius airport. A tender to be announced in a due course. 
It is planned to reconstruct the current pavement of the runway and its side safety strips by removing and laying a new 5 level asphalt layer, upgrade the signaling lights, improve the nearby surface wastewater collection and modernize the telecommunication engineering networks. 
The project will be implemented over 2 years, but major construction works will take place during one month of 2017.
Please apply below to register your interest.",30/07/2016
A leading supermarket chain in Argentina seeks UK suppliers of preserves,"Leading high-end supermarket chain with national network is interested in enlarging their line of imported food & drinks products and, on this occasion, is seeking UK suppliers of preserves (including jams, jellies, marmalades, chutneys, curds, mustards and sauces). 
They foresee opportunities for British premium products and non-premium products that can compete with local production. The recently elected government is establishing clearer import regulations and the food and drinks sector is much more open to imports compared to the last ten years. 
After so many years of import restrictions, there is an appetite for a variety of imported food & drinks products in Argentina. The registration process is currently taking 3-4 months.  
For further information register below with UKTI Argentina.",30/10/2016
Opportunity to supply the growing Argentinian Food and Drink sector.,"Leading supermarket chain with national network is interested in enlarging their line of imported food & drinks products and, on this occasion, is seeking UK suppliers of beer. 
They foresee opportunities for British premium and non-premium beer that compete with locally manufactured beer. 
The recently elected government is establishing clearer import regulations and the food and drinks sector is much more open to imports compared to the last ten years. After so many years of import restrictions, there is an appetite for a variety of imported food & drinks products in Argentina. 
The registration process is currently taking 3-4 months.  
Please apply below for further information.",30/10/2016
Opportunity to supply the growing Argentinian Food and Drink sector.,"Leading international high-end supermarket chain with national network is interested in enlarging their line of imported food & drinks products and, on this occasion, is seeking UK suppliers of tea. They foresee opportunities for British quality tea with attractive packaging, original flavours and traditional brands. 
The recently elected government is establishing clearer import regulations and the food and drinks sector is much more open to imports compared to the last ten years. After so many years of import restrictions, there is an appetite for a variety of imported food & drinks products in Argentina. 
The registration process is currently taking 3-4 months.  
Please apply below for further information.",30/10/2016
Satellite Capacity over ITU-R Region 1 2016-20( UH -2016-229 ),"This is a framework agreement for satellite capacity over ITU-R Region 1 to be followed by orders under framework agreement. The framework agreement allows FMV to procure satellite capacity witout separate procurements in each case. The satellite capacity can occur in C- or Ku-band.
CPV-coding: 64214100: Satellite circuit rental services
For further information register below with UKTI Sweden.",25/08/2016
Framework agreement re: T-shirt & underwear( UH -2016-237 ),"For the Swedish Defence Forces operations, in both undergraduate and war units, equipment is required. The products in this enquiry follows the Swedish Defence acquisition plan. This framework agreement concerns T-shirts with short and long sleeves, Flame retardant hood, briefs and two types of underwear.
CPV-coding
18312000: Underpants
18313000: Panties
18331000: T-shirts
18443300: Headgear
18443330: Hoods",13/09/2016
Leading Argentine manufacturer of agriculture tractors seeks UK tractor parts suppliers.,"An Argentine leading manufacturer of medium and high power tractors in Argentina are planning to incorporate, preferably through a joint venture, new sustainable tecnhology to their line in order to become more efficient and competitive. They have been in the market for over 30 years and currenty have a workforce of 500 staff. They have the largest distribution network in the country amd export to Venezuela, Bolivia, Colombia, Brazil, Paraguay, Uruguay, Peru, Holland, Ukraine, Russia, Kazajistan, Uganda and Rumania. 
Apart from their interest in exploring a joint venture they would also be interested in contacting UK suppliers of tractor parts and suppliers of small tractors of 1,20 m wide used in small pathways such as in the case of vineyards.",31/12/2016
The company is looking for innovative vehicle plate control & management systems plus facial recognition systems to be implemented in the parking area of the company HQ,"The company, who manages a fleet of around 1,000 vehicles, including large articulated buses and smaller medium capacity buses, is looking for innovative solutions on vehicle plate control&management systems to be implemented in the parking area of the company HQ. 
The system should include plate ans user management capability such as in & out, banned plates, users management, and facial recognition. Additional functionalities will also be considered.
For further information, please register your interest with the team in UKTI Barcelona using the below link.",31/07/2016
A public transport company is looking to update their emergency plan management software,"The company, who manages a fleet of around 1,000 vehicles is looking to update their emergency plan management software to be implemented in the company HQ. 
The software should be connected to all PCs, should also alert employees logged into their computers when an emergency occurs, reminding them of what to do and their roles (if any) in the emergency. Additional functionalities will be assessed by the company.
For further information, please register your interest with the team in UKTI Barcelona using the below link.",31/07/2016
Stocks of various tools and accessories to supply the leading retailer are sought.,"A supplier to the leading retailer in Bosnia and Herzegovina is looking to purchase large stocks of tools and accessories. This includes all sorts of hand tools and equipment, hardware, inspection tools, cutters, drilling, automotive and garage tools, gardening tools and equipment. In general, anything that can be found in a tools and equipment department of a retail store.
The company already cooperates with UK suppliers to the retail industry.
For further information regsiter below with UKTI Bosnia and Hertzegovina.",31/08/2016
Leading distributor for the cosmetic industry looking for epigenetic cosmetic APIs,"Spanish leader distributor involved in cosmetics and personal care is looking for epigenetic cosmetics APIs. 
The epigenetic APIs must not be of animal origin and ideally should be of vegetal origin. The company is also open to assess epigenetic synthetic APIs. These molecules have to have a well-defined structure, optimum purity, proven efficacy and complete safety.
Claims of these active ingredients have to be backed up with in vitro and in vivo test whether carried out in-house or out-of house. Their safety has to be in compliance with European regulations.
For further information, please register your interest with UKTI Spain.",31/07/2016
"Acquisition, installation and commissioning of a videoconferencing solution","A call for tender for acquisition, installation and commissioning of a videoconferencing solution "" hardware and software"" in one lot only.
Acquisition, installation and commissioning of type 1 Terminal  service for headquarters.
Acquisition, installation and commissioning of type 2 Terminal service to regional sites.
Acquisition, installation and commissioning of the MCU service for managing multi point videoconferencing.
Acquisition, installation and commissioning of the Server recording and broadcasting.
Acquisition, installation and commissioning and management of the Software service and videoconferencing equipment.
Training of administrators on the solution
Training of the users on the solution
Deadline to submit proposals :19/06/2016
Delivery and installation : 60 days from award of the contract
Technical specifications are available upon request.
U.K. Chamber Of Commerce in Casablanca will be pleased to assist interested companies submit their proposals.",19/07/2016
UK companies whith expertise in setting up simulation centres are being sought.,"A private sector Indian training company wishes to start a medical simulation & interactive learning centre and is looking for technical collaboration. The centre aims to impart practical hands-on training to health care professional to handle real-life medical emergencies.
The local company feels that the medical simulation & interactive learning centre would be a relatively new concept in the field of medical education in this part of India. Students with relevant theoretical background would be given hands-on experience in controlled / clinical conditions, thus reinforcing classroom learning. High fidelity simulators such as the SimMan™ can be programmed to test the ability of a student to integrate assessment and diagnostic skills into decision making.
The centre aims to have:
•	an outpatient consulting room
•	a six-bay ward/critical care/clinical skills training space
•	an operating theatre/two-bay intensive care unit ward
The simulation centre wishes to have various training modules to cater to professional services in a variety of fields. 
The local company is looking for technical collaboration/ joint ventures with UK organisations with expertise in setting up simulation centres.
The last date for submission of Expression of Interest is 3rd August 2016.
For more information including contact details register your interest below with UKTI India. On receiving your interest, the UKTI team will be able to send you more details with contact details of the Indian organisation along with their website.",03/08/2016
Procurement of materials for optical connections,"Local electricity transmission system operator company requests the procurement of electrical wires. Contracting entity requests a framework agreement for the procurement of materials for optical connections. The materials for optical connections consist of the following:
 - OPGW-D1: 417 460 m,
 - OPGW-D2: 10 790 m,
 - OPGW-D3: 27 790 m,
 - OPGW-D4: 8 530 m.
The detailed summary of the fittings is available for candidates. 
For the precise description of the procurement and the fitting, please register your interest below.",08/07/2016
"Procurement of railway construction materials, sleepers and concrete sleepers, coupling agents and rails.","Local railway company requests the procurement of construction materials for railway construction.
 In more details: the request includes the procurement of coupling agents (e.g. 23 500 pieces of circlips, 27 mm), sleepers and concrete sleepers (e.g.110 pieces of LM, pre-stressed concrete sleeper)  and different kinds of rails. 
Contracting entity would like a sale and purchase agreement to acquire these railroad track construction materials.
For more precise description of the request, please register your interest below.",11/07/2016
"Procurement of PMMA IOL for manual extracapsular cataract surgery, hydrophobic acrylic foldable three-bodied lenses","Local county hospital and university teaching hospital requests the procurement of medical equipment, pharmaceutical and personal care products. 
The procurement includes:
 - ophthalmic IOLs (Hydrophobic acrylic-based, aspheric IOL),
 - PMMA IOL for manual extracapsular cataract surgery (50 / year),
 - hydrophobic acrylic foldable three-bodied lenses (200 / year),
 - Aberration-free, hydrophilic acrylic IOL (600 / year),
 - Hydrophobic, acrylic-based, flexible, implantable intraocular lens (30 / year).
For more detailed description, please register your interest below.",12/07/2016
A reputable Finnish university is looking to procure a confocal microscope platform for their Faculty of Medicine.,"An integrated confocal microscope platform consisting of a fully motorized inverted epifluorescence microscope with a high resolution and high speed confocal point scanner. 
It also needs to have a tunable white light laser with a minimum tunable wavelength range from 470-670 nm and a minimum of four simultaneous wavelengths.
For more specific requirements and information on this opportunity,  please apply below to contact UKTI Finland.",18/07/2016
A distributor in Vietnam is looking for pace makers and heart valves.,"A well established local company with 20 years of experience in both the medical equipment and pharmaceutical business in Vietnam is in search of being a distributor for British manufacturers of medical equipment such as pace makers and heart valves. 
The firm have experience in distribution, importing pharmaceutical, medical device, consumption material and healthcare from America, Europe and Asia. They have an extensive portfolio of products, representing more than 10 international renowned companies. 
If your company is interested on this opportunity or requires further information, please register your interest below and a member of our team will contact you shortly to provide additional details and advise.",31/12/2016
A large Finnish social institution is looking for IT service provider for Gazelle Test Platform,"The social institution is seeking a provider who can maintain Gazelle Open Source test management Software-as-a-Service, run technology infrastructure and deliver Help-Desk/Consultancy services for the Kela to achieve its vision and objectives. 
The procurement consists of the following:
1. Service Transfer Project / Project Management services
2. Software-as-a-Service (SaaS) tools for Validation and Testing
3. Second-level Help-Desk Support Services
4. Additional Consultancy Services
For more information please contact UKTI Finland.",26/08/2016
"Devices, services, trainings for dementia prevention, diagnosis and management sought from UK.","With the growing needs of people with dementia and their care givers, the Taiwanese chain hospital is looking for assistive devices, services and trainings for dementia prevention, early diagnosis, treatment and management. 
Companies with capabilities in the mentioned categories, please provide company/product information for initial evaluation of suitability when applying.
For further information apply below with UKTI Taiwan.",15/07/2016
"Request for proposals for globel logistics service providers to design, build, operate, maintain and eventually hand over its proposed inland container terminal in Tambo Springs, South Africa","South Africa’s freight and logistics company Transnet this week launched its massive drive to bring private sector operators into the country’s freight system. The company has issued a request for proposals inviting suitably qualified global logistics service providers to design, build, operate, maintain and eventually hand over its proposed inland container terminal in Tambo Springs, East of Johannesburg. The concession will be over a 20 year period and will be Transnet's biggest private sector participation project to date.
The proposed terminal is in line with Transnet’s drive to migrate rail friendly cargo off the country’s road network.
The terminal is expected to be in operation by 2019 and will have an initial capacity of 144 000 TEUs per annum, with an option to ramp it up to 560 000 TEUs, depending on demand.
The project entails the following:
•	Arrival and departure yard for handling cargo trains
•	Terminal infrastructure;
•	Terminal equipment;
•	Stacking area;
•	Warehousing space
•	Distribution centre
•	Inland Reefer facilities
Transnet Freight Rail will be responsible for the operation of the arrival and departure yard required to service the terminal.
The operator will be responsible for loading and offloading of containers and marketing of the facility. The winning bidder is expected to introduce new entrants - particularly black players - must have demonstrated technical expertise, a minimum of level 4 BBBEE status with a commitment to reach level 2 by the third year of operation.
Transnet currently operates 5 inland terminals in Gauteng, including the City Deep Container Terminal in Johannesburg, Africa’s largest inland port.
The proposed terminal is an integral part of the Presidential Infrastructure Co-ordinating Committee’s SIP 2, aimed at unlocking the country’s industrial development while boosting export capability. It is designed to complement Transnet’s container-handling capacity in the province.
This is the culmination of years of hard work and a demonstration of cooperative governance between Transnet, representing the national competence, and both the Gauteng Provincial Government and the Ekurhuleni Municipality.
The Tambo Springs terminal is one of three mega terminals that Transnet is planning to build in Gauteng over the next 20 years. It will be located in Ekurhuleni along the N3, just off the Natal Corridor.
The project is expected to create 50 000 jobs, and has stringent requirements for supplier development and skills transfer.
Private sector participation is an important aspect of Transnet’s funding plan. The company has identified PSPs as one of the ways in which the company can broaden its sources of funding for capital investments and get access to private sector skills and expertise. 
Transnet has identified a number of projects that can be executed through Private Sector Partnerships (PSPs). These include:
•	Blue Train PSP with Sun International;
•	Supply Base Facility in Saldanha
•	Ship and Rig repair Facilities in Saldanha
•	Ship repair facilities in Richards Bay
•	Boat building and Ship repair facilities in East London
•	Refurbishment and upgrade of agricultural terminals
•	The Grootvlei coal loading facility in Mpumalanga;
•	Ceres Railway Line
•	Mmamatwane common user loading facility
Besides increasing inland container-handling capacity and encouraging migration to rail, the Tambo Springs partnership will help Transnet accelerate investment in logistics infrastructure, improve operational efficiencies and secure adequate commercial returns.
The deadline for submissions is 30 September 2016. Transnet expects to award the contract in the last quarter of the company’s financial year.  Please contact UKTI for any further information.",29/09/2016
A Shanghai-based company wishes to source untraditional coffee products from London or Edinburgh.,"Established in 2004, this company is focused on the bakery industry in China. It has its own brand, and service centres in six major cities including Beijing and Shanghai. Its products primarily target the middle-to-high end customer group. 
To expand its business, it is now seeking UK coffee products. Please note that it is not interested in conventional coffee products that are in sales in supermarkets and stores. It is only interested in coffee products that have unique feature or flavour. And it wishes to buy from suppliers in London or Edinburgh. 
To find out more, please register your interest with our team in China.
The China-Britain Business Council (‘CBBC’) is a membership organisation and UKTI’s chosen partner in China to deliver trade services. To find out more about CBBC please visit www.cbbc.org.",30/07/2016
This Qingdao based company would like to cooperate with British hair product manufacturers and R&D team to design hair products.,"This company has more than 150 workers with 30 years’ experience in hair products manufacturing. It is located in Qingdao, one of the most important wig manufacturing bases in China. Its main products include wigs, hair extensions, hair pieces, and eyelashes. It has exporting experience to overseas markets and has also developed its online sales. 
It hopes to expand into the European market and seeks British expertise for cooperation in R&D product design, as well as trading advice. It wishes to co-develop new products with its UK partner.
To find out more, please register your interest with our team in China. 
The China-Britain Business Council (‘CBBC’) is a membership organisation and UKTI’s chosen partner in China to deliver trade services. To find out more about CBBC please visit www.cbbc.org.",01/09/2016
"The Institute of Aqueducts and Sewage Systems (IDAAN) requires the services of a suitable company to perform studies, designs, plans, specifications, procurement, construction and testing of a new water supply system for the Districts of Chorrera, Capira, Chame, San Carlos, and Rio Hato.","The tender is for design/built and for best value.
The new system must be able to continuously purify raw water of varying levels of turbidity (this parameter must be investigated by the company in the area where they intend to create the raw water intake)
In addition to by conventional treatment, which will include the following processes, without being necessarily mutually exclusive: 
- elimination of algae and odor removal by a system considered appropriate
- pre-treatment with ozone
- mixed-coagulation
- flocculation
- accelerated sedimentation
-  filtration
-  disinfection (post-chlorination)
-  chemical treatment.
The contractor will operate and maintain the constructed system for a period of 1095 calendar days.
The deadline for receipt of bids is July 25, 2016. 
UKTI Panama is keen to support UK companies and tender documents are available upon request.",25/07/2016
"Government Institution has funding for a variety of services pertaining to the provision of construction, education, furniture, equipment and training services.","Government Institution seeks the provision/procurement of the following goods and/or works and/or non-consultancy services totalling US$16.18 million:
•	Construction of a Halls of Residence to accommodate 100 students;
•	External works for the proposed Business Centre, including parking and landscaping;
•	Provision of distance education infrastructure and of furniture and equipment for the Business Centre;
•	Improving the energy efficiency of an Administrative Building and the Hospitality Institute;
•	Improvement in distance education capacity to provide increased access to under-served communities;
•	Development of eight, gender responsive online courses;
•	Training of staff.
Please apply below for further information.",30/07/2016
"Government Institution has funding for a variety of consultancy services pertaining to security system upgrades, architectural and construction design, and data management framework systems.","Government Institution seeks the provision of the following consultancy assignments:
•	Upgrade of security system;
•	Procurement of advisory services for Residence Hall construction, design of the proposed Business Centre external works and construction supervision;
•	The design of a proposed Arts Complex and Science Complex;
•	Drafting of the legislative framework;
•	Establishing a Risk Management Office and Development of an Enterprise Risk Management System;
•	Establishment of a Quality Assurance System including a Quality Assurance Unit;
•	Enhancing the financial management systems, including development of a financing framework for tertiary education and a financial model for the Institution;
•	Enhancing the Human Resource Management systems of the Institution;
•	Preparation of a Strategic Marketing Framework;
•	Establishment of a Research and Innovation Centre;
•	Institutional review of the Hospitality Institute; and
•	Enhancing Stakeholder Engagement.
Please apply below for further information.",30/07/2016
Tender for Class 2 Centrifugal pump with canned motor. Deadline: 15 July by 13.00 (CET). Documents available in English.,"A tender is published in the nuclear sector for a Class 2 centrifugal pumo with canned motor. 
The estimated value of the tender is EUR 1,800,000 (excl. VAT). 
The tender includes:
SR, CLASS 2 Centrifugal Pump With Canned Motor
Recommended set of the spare parts
Special tools needed for component maintenance and operation
Transportation DAP NPP Krško Site
Training for NEK maintenance personnel
Bids should be submitted in English language no later than 15 July by 13.00 (CET). Documents are available in English language.",11/07/2016
"Large company in Peru is looking for biomedical equipment for intensive care unit (ICU), emergency and diagnosis.","A well established local company with more than 15 years of experience in the medical equipment business in Peru is in search of British suppliers of biomedical equipment for Intensive Care Unit (ICU), emergency and diagnosis. 
The firm has previous experience importing vital signs monitors, surgical lamps, sterilisers and other related devices from Europe and Asia. They have an extensive portfolio of products, representing more than 20 international renowned companies. 
If your company is interested on this opportunity or requires further information, please register your interest below and a member of our team will contact you shortly to provide additional details and advise.",11/09/2016
Smart wireless technology solution that can translate in real time into multiple languages is sought by the 2018 FIFA World Cup organising authorities.,"Organisers of the 2018 FIFA World Cup Russia project seek smart wearable technology device that can translate into multiple languages in real time. Key required languages include main European languages and Russian and possibly other. Manufacturers and suppliers are requested to provide information materials and specifications to be introduced to the local organising authorities in Russia. Opportunity is open and ongoing. 
If you are interested in this opportunity, please contact UKTI Moscow.",01/12/2016
"Big electric and energy Brazilian company want Radio systems at the 400 MHz - 1,5 GHz range","Leading Energy and electric company is looking for solutions, technologies and innovation on Radio communication. They look for Radio Systems that operate at the range between 400 MHz and 1,5 GHz. The enterprise provides energy for over 7 million consumers and has lead the Brazilian Market of alternative power source. Commited to sustentability and engaged in social projects, the group seeks for products that can help them stay on top of the energy sector in Brazil and intends to grow at a steady pace and increase their market share.",31/08/2016
Leading electric company in Brazil looks for UK products on Street lighting automation,"Leading Energy and electric company is looking for solutions, technologies and innovation related to Street Lighting Automation. The enterprise provides energy for over 7 million consumers and has lead the Brazilian Market of alternative power source. Commited to sustentability and engaged in social projects, the group seeks for products that can help them stay on top of the energy sector in Brazil and intends to grow at a steady pace and increase their market share.",31/08/2016
Smart Grid technologies and products required by major Brazilian Electric company,"Leading Energy and electric company is looking for solutions, technologies and innovation related to Smart Grids. The enterprise provides energy for over 7 million consumers and has lead the Brazilian Market of alternative power source. Commited to sustentability and engaged in social projects, the group seeks for products that can help them stay on top of the energy sector in Brazil and intends to grow at a steady pace and increase their market share.",31/08/2016
Portuguese company is looking for suppliers of Gas Detection Systems.,"A multidisciplinary engineering company working on detection of fire and gas is looking to identify a supplier of fixed gas detection systems in order to discuss a potential distribution agreement.
The UK company will be expected to provide information on their offer to share with the local company.
For more information and local support from the UKTI team in Lisbon, UK companies should register their interest.",31/07/2016
Polish major postal company that operates nationwide seeks a supplier of payment solutions and tracking systems.,"Polish major postal and courier company that operates nationwide is urgently seeking a partner/supplier of payment solutions and tracking systems.
The company is looking for the integrator of the provider of payment solutions (incl. mobile ones) replacing COD (cash-on-delivery) collected by courier.
The company is also seeking  a provider of courier management and routes optimization, communication, track & tracing real-time systems, as part of the Synergia project that they are developing at the moment.
Please apply below for further information with UKTI Poland.",28/07/2016
Polish major postal company that operates nationwide seeks a supplier of multichannel platforms for order management.,"The company is looking for the integrator of the concept and technology for platforms facilitating seamless multichannel order management, e-fulfillment and shipping process:  e-shop, e-fullfilment provider (and its warehouse management system), courier, e-consumer. 
The Polish customer seeks a provider of real time data flow up and down through the integration chain. The company is also looking at the concept of universal platform with multi channel integrations: various marketplaces, shopping carts, off-line shops etc. and their accounting/ERP systems, as part of the SYNERGIA project that they are developing.
Contact details are available on request.
The closing date for submissions is 28th July. Register with UKTI Poland for more information.",28/07/2016
A public agency has invited for rollout implementation of an Integration Financial Management Information System (IFMIS),"A public agency has invited for rollout implementation of an Integration Financial Management Information System (IFMIS). 
A complete set of bidding documents can be purchased by interested bidders upon payment of a non-refundable fee of 50 USD. A pre-bid meeting for bidders will be held on 28th June 2016. 
UK companies interested in this opportunity should register their interest with UKTI Ethiopia for further information and advice.",14/07/2016
Leading Spanish food distributor wishes to incorporate new brands of bread to their range of products.,"Important Spanish distributor of fresh and frozen products located in southern Spain wishes to incorporate new brands of white and brown wholemeal sliced bread (800 grs loaf). 
The Spanish company was established in 1989 and latest turnover exceeded Euros 2 million.
For further information register below with UKTI Spain.",11/07/2016
A Czech automotive company issued a tender for the research and development of a new glue system.,"A renowned company focusing on the supply of interior and exterior parts for automobiles is seeking a supplier of a newly developed glue system for the automotive industry. The contract consists of the research and development of the glue system within the provider’s own laboratory premises. 
The contract aims at developing flexible glue for the gluing of substrates such as glass with a ceramic layer, metal, plastics and other polymeric materials. 
Contract value: 661 000 GBP
Contract duration: 48 months
Deadline for proposals: 12 July 2016
If you are interested in this opportunity and want to find out more information, please register your interest with UKTI Czech Republic.",12/07/2016
3 Year period contract for the removal of graffiti and posters in Lisbon,"Municipality of Lisbon published a tender of 4.2 Million € for services that will include the removal of graffiti and posters, protection and maintenance of treated surfaces.
The tender is divided into 7 areas of Lisbon most affected by graffiti paintings and also the typical trams of the city. The contract has a 3 year duration.
The UK company will be expected to provide the graffiti and posters services or eventually equipments/expertise to share with a local partner.
Please get in touch below with UKTI Portugal for further information.",12/07/2016
Expression of Interest,"MTR Corporation Limited maintains lists of contractors for the following categories of works under the Permanent Lists of Qualified Contractors for works to be carried out in the operating railway.
•	Civil Engineering
•	Building and Refurbishment Works
•	Metalwork and Signage
•	Building Services
•	Fire Services
•	HVAC
•	LV Electrical Services
•	HV Electrical Services (11kV and above)
•	Lifts and Escalators
•	CCTV
•	Data Network
•	Slope Protection
•	Concrete Repair
•	Uninterruptible Power Supply and Central Battery Systems",10/09/2016
A Shanghai-based company wishes to source butter and UHT cream products from the UK.,"Established in 2004, this company is focused on the bakery industry in China. It has its own brand, and service centres in six major cities including Beijing and Shanghai. Its products primarily target the middle-to-high end customer group. 
It required 500 tons of whipping cream in 2015 and its demand is expected to double in 2016. It is now interested in sourcing butter and UHT cream from the UK. This opportunity is a purchase request for UK suppliers that can provide high-quality butter and cream products.
To find out more, please register your interest with our team in China.
The China-Britain Business Council (‘CBBC’) is a membership organisation and UKTI’s chosen partner in China to deliver trade services. To find out more about CBBC please visit www.cbbc.org.",10/08/2016
A Japanese importer and distributor of IT solutions is seeking to represent UK companies of software and cloud services which are interested in the Japanese market.,"This is an exciting opportunity for UK companies dealing with software and cloud services for enterprise security who are interested in entering the Japanese market.
The Japanese company is looking to work with UK companies to represent their business in Japan, with the goal of securing Japanese partnerships for their computer software and cloud based services.
If your company is interested in this opportunity, please register your interest below being sure to include the following information:
• brief introduction of your company and its technologies/products/business
• your website address
• any specific USP's your company may have
• any previous export experience
The UKTI Japan team will get back to directly with further details once we have assessed your company's potential to do business with the interested party.",31/03/2017
The Israeli government has issued a major tender for the supply of double deck electric multiple units for railways,"The Israeli government has issued a tender for the supply of 60 double deck electric multiple units (in a configuration of 6 vehicles and 4 vehicles) and complimentary services and options as laid out in the tender documents.  
There are a number of financial and technical pre-requisites for participation in the tender which are available from UKTI Israel.  
Submission of a bid in the tender is subject to payment (non-refundable) of a participation fee in the amount of fifteen thousand Israeli Shekels (ILS 15,000).
Further information register below with UKTI Israel.",08/08/2016
An exciting opportunity for UK companies that are interested in the Japanese electronics market.,"A well established Japanese trading company with expertise in the electronics field is looking to work with UK companies in the field of semiconductors and measuring instruments.
The Japanese company is particularly interested in:
-	Power semiconductor devices
-	Measuring instruments which can measure direct currents, alternating currents, and current leakages.
This is a great opportunity for UK companies that are looking to expand their market reach and see their products perform in one of the world’s leading economies. 
If your company is interested in this opportunity, please register your interest below being sure to include the following information:
• brief introduction of your company and its technologies/products/business
• your website address
• any specific USP's your company may have
• any previous export experience
The UKTI Japan team will get back to directly with further details once we have assessed your company's potential to do business with the interested party.",31/03/2017
A Japanese company is seeking UK companies with voice-related technology.,"The company is specifically looking for British companies in the sector of CTI (Computer Telephony Integration) and/or voice-related products & services.
This could include technologies such as:
•	voice logger
•	speech recognition
•	biometrics
•	IVR (Interactive Voice Response).
They have extensive knowledge and networks in this sector with a great track record of business. They are also a business partner of NICE systems, Nuance, Avaya and Genesys in Japan.
If your company is interested in this opportunity, please register your interest below being sure to include the following information:
• brief introduction of your company and its technologies/products/business
• your website address
• any specific USP's your company may have
• any previous export experience
The UKTI Japan team will get back to directly with further details once we have assessed your company's potential to do business with the interested party.",31/03/2017
Multi channel optical transceiver modules for CERN experiments,"CERN is preparing to conduct a Market Survey to identify companies capable of of developing and supplying customised multi-channel optical transceivers operating at 10 Gb/s 
The supply consists of minimally customising an existing commercial multi-channel optical module to meet the physical and environmental requirements of CERN experiments. The customised module must be based on an existing, qualified, commercial module that provides transmit- and receive capability at line rates of 10 Gb/s. Following the development phase, the production will be for 20,000 to 50,000 modules. The market survey will be used to qualify firms for development phase. 
Only firms qualified in the framework of the market survey will be eligible to receive a price enquiry for the development of the custom optical module. Subsequently, only firms which have successfully completed the development phase will be eligible to receive the invitation to tender for the production of the custom optical modules.
Interested firms must have developed, qualified, and be in volume production of multi-channel optical transceiver modules operating at 10 Gb/s.",15/07/2016
